OBJECTID,Boro,Type,Provider,Lat,Long_,Location_T,City
1744,MN,Free,BETA LinkNYC - Citybridge,40.751497,-73.973765,Outdoor Kiosk,New York
1745,MN,Free,BETA LinkNYC - Citybridge,40.752666,-73.972842,Outdoor Kiosk,New York
1746,MN,Free,BETA LinkNYC - Citybridge,40.753196,-73.972445,Outdoor Kiosk,New York
1747,MN,Free,BETA LinkNYC - Citybridge,40.753899,-73.972326,Outdoor Kiosk,New York
1748,MN,Free,BETA LinkNYC - Citybridge,40.754092,-73.97218,Outdoor Kiosk,New York
1749,MN,Free,BETA LinkNYC - Citybridge,40.754513,-73.971879,Outdoor Kiosk,New York
1750,MN,Free,BETA LinkNYC - Citybridge,40.75523,-73.971024,Outdoor Kiosk,New York
1751,MN,Free,BETA LinkNYC - Citybridge,40.755874,-73.971032,Outdoor Kiosk,New York
1752,MN,Free,BETA LinkNYC - Citybridge,40.755362,-73.971265,Outdoor Kiosk,New York
1753,MN,Free,BETA LinkNYC - Citybridge,40.756324,-73.970145,Outdoor Kiosk,New York
1754,MN,Free,BETA LinkNYC - Citybridge,40.756503,-73.970107,Outdoor Kiosk,New York
12,MN,Free,NYPL,40.8061604421,-73.9433155984,Library,New York
1755,MN,Free,BETA LinkNYC - Citybridge,40.75691,-73.969813,Outdoor Kiosk,New York
1756,MN,Free,BETA LinkNYC - Citybridge,40.758518,-73.968987,Outdoor Kiosk,New York
1757,MN,Free,BETA LinkNYC - Citybridge,40.758993,-73.968727,Outdoor Kiosk,New York
1758,MN,Free,BETA LinkNYC - Citybridge,40.758397,-73.968709,Outdoor Kiosk,New York
1759,MN,Free,BETA LinkNYC - Citybridge,40.758817,-73.96841,Outdoor Kiosk,New York
1760,MN,Free,BETA LinkNYC - Citybridge,40.75961,-73.968242,Outdoor Kiosk,New York
1761,MN,Free,BETA LinkNYC - Citybridge,40.759756,-73.968048,Outdoor Kiosk,New York
1762,MN,Free,BETA LinkNYC - Citybridge,40.760003,-73.967592,Outdoor Kiosk,New York
1763,MN,Free,BETA LinkNYC - Citybridge,40.759631,-73.967826,Outdoor Kiosk,New York
1764,MN,Free,BETA LinkNYC - Citybridge,40.760136,-73.967777,Outdoor Kiosk,New York
1765,MN,Free,BETA LinkNYC - Citybridge,40.760346,-73.967303,Outdoor Kiosk,New York
1766,MN,Free,BETA LinkNYC - Citybridge,40.760462,-73.967551,Outdoor Kiosk,New York
1767,MN,Free,BETA LinkNYC - Citybridge,40.760651,-73.967084,Outdoor Kiosk,New York
1768,MN,Free,BETA LinkNYC - Citybridge,40.761086,-73.967078,Outdoor Kiosk,New York
1,BK,Free,BPL,40.5926531297,-73.9886820957,Library,Brooklyn
2,QU,Free,QPL,40.7201684296,-73.7623041123,Library,Hollis
3,BK,Free,BPL,40.6197681963,-73.9332132562,Library,Brooklyn
4,BK,Free,BPL,40.6356942225,-73.9745947088,Library,Brooklyn
5,SI,Free,NYPL,40.6095774994,-74.1485024503,Library,Staten Island
6,QU,Free,QPL,40.7592451348,-73.7318266816,Library,Little Neck
7,QU,Free,QPL,40.6803113116,-73.7916786111,Library,Jamaica
8,QU,Free,QPL,40.7025766648,-73.8757971089,Library,Glendale
9,BX,Free,NYPL,40.8494940806,-73.9175775272,Library,Bronx
10,BK,Free,BPL,40.7069304247,-73.9575546134,Library,Brooklyn
11,BK,Free,BPL,40.6102566673,-73.9531058487,Library,Brooklyn
13,BX,Free,NYPL,40.8379589117,-73.9235396129,Library,Bronx
14,QU,Free,QPL,40.6869072882,-73.8248296985,Library,Richmond Hill
15,BK,Free,BPL,40.6682166933,-73.9834274329,Library,Brooklyn
16,BX,Free,NYPL,40.8299928753,-73.8750206002,Library,Bronx
17,QU,Free,QPL,40.7606431176,-73.9364719875,Library,Long Island City
18,QU,Free,QPL,40.745341713,-73.9097937387,Library,Woodside
19,QU,Free,QPL,40.7292529463,-73.7819089166,Library,Flushing
20,BK,Free,BPL,40.7045590639,-73.9396184214,Library,Brooklyn
21,BX,Free,NYPL,40.8206415647,-73.9046288601,Library,Bronx
22,QU,Free,QPL,40.6638044606,-73.8417968638,Library,Howard Beach
23,MN,Free,NYPL,40.7481246964,-73.9830630999,Library,New York
24,MN,Free,NYPL,40.7612533724,-73.9501658898,Library,New York
25,BX,Free,NYPL,40.8266092254,-73.8501814579,Library,Bronx
26,BK,Free,BPL,40.6818101974,-73.9561085144,Library,Brooklyn
27,BX,Free,NYPL,40.8229035714,-73.8190936365,Library,Bronx
28,QU,Free,QPL,40.6728752044,-73.7705902161,Library,Jamaica
29,QU,Free,QPL,40.7051723129,-73.902572375,Library,Ridgewood
30,QU,Free,QPL,40.604772113,-73.7520918927,Library,Far Rockaway
31,BK,Free,BPL,40.713644888,-73.9479357128,Library,Brooklyn
32,QU,Free,QPL,40.6955401466,-73.7902273917,Library,Jamaica
33,BK,Free,BPL,40.6159160785,-73.9760404894,Library,Brooklyn
34,BK,Free,BPL,40.6163731106,-74.0313694054,Library,Brooklyn
35,BX,Free,NYPL,40.8543469054,-73.8878894289,Library,Bronx
36,QU,Free,QPL,40.6007321052,-73.8200526582,Library,Broad Channel
37,SI,Free,NYPL,40.5665301462,-74.1385338765,Library,Staten Island
38,MN,Free,NYPL,40.7531840458,-73.9821581041,Library,New York
39,MN,Free,NYPL,40.7299829146,-74.0053310145,Library,New York
40,QU,Free,QPL,40.6747769261,-73.8092618174,Library,South Ozone Park
41,QU,Free,QPL,40.7111856291,-73.8536727785,Library,Forest Hills
129,MN,Free,Harlem,40.800479,-73.944696,Outdoor,New York
42,MN,Free,NYPL,40.7346055255,-73.9991692843,Library,New York
43,BK,Free,BPL,40.6557102014,-73.9149383856,Library,Brooklyn
44,QU,Free,QPL,40.6808618482,-73.8464887284,Library,Ozone Park
45,BK,Free,BPL,40.664453793,-73.9052223115,Library,Brooklyn
46,BK,Free,BPL,40.6408035472,-73.9659650781,Library,Brooklyn
47,QU,Free,QPL,40.700765268,-73.8316254169,Library,Richmond Hill
48,MN,Free,NYPL,40.7380871204,-73.9820488896,Library,New York
49,MN,Free,NYPL,40.7144564597,-73.9885372705,Library,New York
50,BK,Free,BPL,40.683004902,-73.9348054703,Library,Brooklyn
51,MN,Free,NYPL,40.8146886279,-73.9409529891,Library,New York
52,BX,Free,NYPL,40.8440019118,-73.9100871445,Library,Bronx
53,BK,Free,BPL,40.632636993,-73.9199848808,Library,Brooklyn
54,BX,Free,NYPL,40.870139703,-73.8450642753,Library,Bronx
55,SI,Free,NYPL,40.5719318484,-74.1119581475,Library,Staten Island
56,BX,Free,NYPL,40.8910850654,-73.8595812441,Library,Bronx
57,BK,Free,BPL,40.619868421,-73.9170212071,Library,Brooklyn
58,SI,Free,NYPL,40.6345089423,-74.1148218734,Library,Staten Island
59,MN,Free,NYPL,40.7438226298,-73.9799076544,Library,New York
60,MN,Free,NYPL,40.7404654556,-73.9933569112,Library,New York
61,BX,Free,NYPL,40.8690393929,-73.9011937916,Library,Bronx
62,QU,Free,QPL,40.758529267,-73.9186233204,Library,Long Island City
63,QU,Free,QPL,40.7385814574,-73.8767587664,Library,Elmhurst
64,QU,Free,QPL,40.7059620938,-73.7944075307,Library,Jamaica
65,SI,Free,NYPL,40.5524232628,-74.1511116431,Library,Staten Island
66,MN,Free,NYPL,40.7136065153,-74.0078616724,Library,New York
67,MN,Free,NYPL,40.7193972838,-73.9796055959,Library,New York
68,BX,Free,NYPL,40.8186874033,-73.8941356433,Library,Bronx
69,BX,Free,NYPL,40.866804429,-73.8632224848,Library,Bronx
70,MN,Free,NYPL,40.7133330705,-73.9964898664,Library,New York
71,QU,Free,QPL,40.7601255812,-73.7683619807,Library,Bayside
72,QU,Free,QPL,40.5793908722,-73.8377356028,Library,Rockaway Park
73,BK,Free,BPL,40.5766377761,-73.9860619926,Library,Brooklyn
74,MN,Free,NYPL,40.8265670801,-73.9359395884,Library,New York
75,QU,Free,QPL,40.757803428,-73.939309302,Library,Long Island City
76,BX,Free,NYPL,40.8629806052,-73.8945028865,Library,Bronx
77,BX,Free,NYPL,40.8480291101,-73.8569578538,Library,Bronx
78,MN,Free,NYPL,40.7240963609,-73.995698993,Library,New York
79,MN,Free,NYPL,40.7540678756,-73.9735677168,Library,New York
80,MN,Free,Manhattan Down Alliance,40.7041015998,-74.0076981,Outdoor,New York
81,MN,Free,Manhattan Down Alliance,40.7036018001,-74.0074996996,Outdoor,New York
82,MN,Free,Manhattan Down Alliance,40.7033997,-74.0084000005,Outdoor,New York
83,MN,Free,Manhattan Down Alliance,40.7041016002,-74.0092009996,Outdoor,New York
84,MN,Free,Manhattan Down Alliance,40.7033004998,-74.0093002002,Outdoor,New York
85,MN,Free,Manhattan Down Alliance,40.7028998998,-74.0095978002,Outdoor,New York
86,MN,Free,Manhattan Down Alliance,40.7028008004,-74.0094985998,Outdoor,New York
87,MN,Free,Manhattan Down Alliance,40.7030983001,-74.0106963996,Outdoor,New York
88,MN,Free,Manhattan Down Alliance,40.7023010001,-74.0126038001,Outdoor,New York
89,MN,Free,Manhattan Down Alliance,40.7019005001,-74.0124969005,Outdoor,New York
90,MN,Free,Manhattan Down Alliance,40.7015990998,-74.0093001995,Outdoor,New York
91,MN,Free,Manhattan Down Alliance,40.7051009996,-74.0139998997,Outdoor,New York
92,MN,Free,Manhattan Down Alliance,40.7051009999,-74.0139008001,Outdoor,New York
93,MN,Free,Manhattan Down Alliance,40.7041015999,-74.0105971997,Outdoor,New York
94,MN,Free,Manhattan Down Alliance,40.7038994,-74.0103988997,Outdoor,New York
95,MN,Free,Manhattan Down Alliance,40.7043990997,-74.0101012997,Outdoor,New York
96,MN,Free,Manhattan Down Alliance,40.7042998996,-74.0102005003,Outdoor,New York
97,MN,Free,Manhattan Down Alliance,40.7079009996,-74.0121993994,Outdoor,New York
98,MN,Free,Manhattan Down Alliance,40.7086982997,-74.0130997003,Outdoor,New York
99,MN,Free,Manhattan Down Alliance,40.7130013004,-74.0118027004,Outdoor,New York
100,MN,Free,Manhattan Down Alliance,40.7132988003,-74.0118026998,Outdoor,New York
101,MN,Free,Manhattan Down Alliance,40.7081985002,-74.0121002005,Outdoor,New York
102,MN,Free,Manhattan Down Alliance,40.7080993998,-74.0119018998,Outdoor,New York
103,MN,Free,Manhattan Down Alliance,40.7080001998,-74.0118027001,Outdoor,New York
104,SI,Limited Free,Time Warner Cable,40.618237,-74.107213,Indoor,Staten Island
105,SI,Limited Free,Time Warner Cable,40.618237,-74.107213,Indoor,Staten Island
106,SI,Limited Free,Time Warner Cable,40.618237,-74.107213,Indoor,Staten Island
107,BK,Limited Free,Time Warner Cable,40.677193,-74.008723,Outdoor,Brooklyn
108,MN,Free,Harlem,40.801846,-73.945137,Outdoor,New York
109,MN,Free,Harlem,40.805974,-73.941244,Outdoor,New York
110,MN,Free,Harlem,40.805971,-73.940566,Outdoor,New York
111,MN,Free,Harlem,40.815347,-73.947576,Outdoor,New York
112,MN,Free,Harlem,40.811568,-73.946537,Outdoor,New York
113,MN,Free,Harlem,40.812871,-73.949346,Outdoor,New York
114,MN,Free,Harlem,40.806297,-73.943912,Outdoor,New York
115,MN,Free,Harlem,40.811684,-73.950042,Outdoor,New York
116,MN,Free,Harlem,40.815936,-73.942971,Outdoor,New York
117,MN,Free,Harlem,40.812181,-73.937834,Outdoor,New York
118,MN,Free,Harlem,40.80349,-73.956094,Outdoor,New York
119,MN,Free,Harlem,40.812186,-73.947955,Outdoor,New York
120,MN,Free,Harlem,40.812598,-73.946296,Outdoor,New York
121,MN,Free,Harlem,40.805058,-73.947815,Outdoor,New York
122,MN,Free,Harlem,40.805228,-73.947675,Outdoor,New York
123,MN,Free,Harlem,40.804279,-73.952533,Outdoor,New York
124,MN,Free,Harlem,40.804169,-73.952133,Outdoor,New York
125,MN,Free,Harlem,40.806858,-73.949726,Outdoor,New York
126,MN,Free,Harlem,40.801137,-73.953778,Outdoor,New York
127,MN,Free,Harlem,40.806016,-73.9524,Outdoor,New York
128,MN,Free,Harlem,40.805429,-73.942537,Outdoor,New York
130,MN,Free,Harlem,40.798728,-73.945598,Outdoor,New York
131,MN,Free,Harlem,40.797893,-73.948786,Outdoor,New York
132,MN,Free,Harlem,40.801527,-73.952822,Outdoor,New York
133,MN,Free,Harlem,40.805393,-73.953661,Outdoor,New York
134,MN,Free,Harlem,40.802337,-73.956706,Outdoor,New York
135,MN,Free,Harlem,40.810975,-73.947029,Outdoor,New York
136,MN,Free,Harlem,40.809398,-73.939561,Outdoor,New York
137,MN,Free,Harlem,40.808843,-73.950495,Outdoor,New York
138,MN,Free,Harlem,40.805302,-73.953054,Outdoor,New York
139,MN,Free,Harlem,40.806412,-73.952662,Outdoor,New York
140,MN,Free,Harlem,40.805584,-73.950536,Outdoor,New York
141,MN,Free,Harlem,40.81277,-73.93765,Outdoor,New York
142,MN,Free,Harlem,40.80623,-73.953922,Outdoor,New York
143,MN,Free,Harlem,40.805791,-73.954438,Outdoor,New York
144,MN,Free,Harlem,40.804269,-73.955388,Outdoor,New York
145,MN,Free,Harlem,40.801294,-73.957722,Outdoor,New York
146,MN,Free,Harlem,40.803087,-73.942356,Outdoor,New York
147,MN,Free,Harlem,40.804242,-73.94178,Outdoor,New York
148,MN,Free,Harlem,40.804958,-73.941374,Outdoor,New York
149,MN,Free,Harlem,40.805624,-73.942812,Outdoor,New York
150,MN,Free,Harlem,40.806569,-73.944977,Outdoor,New York
151,MN,Free,Harlem,40.809576,-73.951689,Outdoor,New York
152,MN,Free,Harlem,40.807263,-73.946637,Outdoor,New York
153,MN,Free,Harlem,40.806086,-73.949224,Outdoor,New York
154,MN,Free,Harlem,40.810601,-73.950577,Outdoor,New York
155,MN,Free,Harlem,40.810178,-73.948924,Outdoor,New York
156,MN,Free,Harlem,40.811266,-73.950126,Outdoor,New York
157,MN,Free,Harlem,40.81026,-73.93951,Outdoor,New York
158,MN,Free,Harlem,40.806413,-73.940149,Outdoor,New York
159,MN,Free,Harlem,40.807092,-73.939714,Outdoor,New York
160,MN,Free,Harlem,40.807594,-73.939065,Outdoor,New York
161,MN,Free,Harlem,40.815114,-73.941112,Outdoor,New York
162,MN,Free,Harlem,40.808297,-73.93889,Outdoor,New York
163,MN,Free,Harlem,40.808224,-73.940778,Outdoor,New York
164,MN,Free,Harlem,40.810532,-73.943671,Outdoor,New York
165,MN,Free,Harlem,40.809617,-73.942117,Outdoor,New York
166,MN,Free,Harlem,40.811198,-73.943866,Outdoor,New York
167,MN,Free,Harlem,40.812037,-73.946231,Outdoor,New York
168,MN,Free,Harlem,40.813366,-73.948843,Outdoor,New York
169,MN,Free,Harlem,40.812628,-73.945444,Outdoor,New York
170,MN,Free,Harlem,40.812418,-73.944689,Outdoor,New York
171,MN,Free,Harlem,40.811841,-73.942725,Outdoor,New York
172,MN,Free,Harlem,40.813986,-73.948359,Outdoor,New York
173,MN,Free,Harlem,40.814125,-73.946993,Outdoor,New York
174,MN,Free,Harlem,40.813122,-73.944376,Outdoor,New York
175,MN,Free,Harlem,40.811835,-73.94135,Outdoor,New York
176,MN,Free,Harlem,40.810795,-73.938925,Outdoor,New York
177,MN,Free,Harlem,40.816089,-73.946688,Outdoor,New York
178,MN,Free,Harlem,40.81393,-73.944955,Outdoor,New York
179,MN,Free,Harlem,40.815693,-73.947008,Outdoor,New York
180,MN,Free,Harlem,40.809559,-73.943417,Outdoor,New York
181,MN,Free,Harlem,40.811575,-73.938453,Outdoor,New York
182,MN,Free,Harlem,40.812002,-73.936231,Outdoor,New York
183,MN,Free,Harlem,40.813502,-73.937185,Outdoor,New York
184,MN,Free,Harlem,40.814205,-73.936726,Outdoor,New York
185,MN,Free,Harlem,40.816677,-73.946392,Outdoor,New York
186,MN,Free,Harlem,40.814952,-73.938941,Outdoor,New York
187,MN,Free,Harlem,40.815803,-73.940812,Outdoor,New York
188,MN,Free,Harlem,40.811236,-73.936507,Outdoor,New York
189,MN,Free,Harlem,40.813713,-73.941262,Outdoor,New York
190,MN,Free,Harlem,40.809357,-73.944461,Outdoor,New York
191,MN,Free,Harlem,40.813646,-73.940053,Outdoor,New York
192,MN,Free,Harlem,40.813434,-73.939112,Outdoor,New York
193,MN,Free,Harlem,40.811138,-73.942846,Outdoor,New York
194,MN,Free,Harlem,40.809672,-73.944004,Outdoor,New York
195,MN,Free,Harlem,40.812491,-73.942248,Outdoor,New York
196,MN,Free,Harlem,40.812944,-73.941693,Outdoor,New York
197,MN,Free,Harlem,40.815705,-73.939519,Outdoor,New York
198,MN,Free,Harlem,40.801951,-73.953554,Outdoor,New York
199,MN,Free,Harlem,40.800652,-73.954616,Outdoor,New York
200,MN,Free,Harlem,40.802298,-73.952405,Outdoor,New York
201,MN,Free,Harlem,40.800546,-73.952427,Outdoor,New York
202,MN,Free,Harlem,40.803511,-73.952942,Outdoor,New York
203,MN,Free,Harlem,40.798102,-73.950349,Outdoor,New York
204,MN,Free,Harlem,40.799928,-73.954549,Outdoor,New York
205,MN,Free,Harlem,40.801053,-73.950042,Outdoor,New York
206,MN,Free,Harlem,40.796528,-73.948492,Outdoor,New York
207,MN,Free,Harlem,40.799151,-73.947499,Outdoor,New York
208,MN,Free,Harlem,40.800592,-73.946685,Outdoor,New York
209,MN,Free,Harlem,40.80135,-73.945756,Outdoor,New York
210,MN,Free,Harlem,40.802684,-73.945158,Outdoor,New York
211,MN,Free,Harlem,40.798806,-73.949975,Outdoor,New York
212,MN,Free,Harlem,40.802617,-73.943026,Outdoor,New York
213,MN,Free,Harlem,40.801832,-73.943462,Outdoor,New York
214,MN,Free,Harlem,40.801112,-73.943796,Outdoor,New York
215,MN,Free,Harlem,40.797335,-73.946924,Outdoor,New York
216,MN,Free,Harlem,40.799721,-73.944932,Outdoor,New York
217,MN,Free,Harlem,40.797893,-73.946259,Outdoor,New York
218,MN,Free,Harlem,40.796554,-73.947474,Outdoor,New York
219,MN,Free,Transit Wireless,40.768296,-73.981736,Subway Station,New York
220,MN,Free,Transit Wireless,40.760167,-73.975224,Subway Station,New York
221,MN,Free,Transit Wireless,40.764811,-73.973347,Subway Station,New York
222,MN,Free,Transit Wireless,40.753821,-73.981963,Subway Station,New York
223,BK,Limited Free,Time Warner Cable,40.677193,-74.008723,Outdoor,Brooklyn
224,BK,Limited Free,Time Warner Cable,40.677193,-74.008723,Outdoor,Brooklyn
225,BK,Limited Free,Time Warner Cable,40.677193,-74.008723,Outdoor,Brooklyn
251,QU,Free,Transit Wireless,40.749669,-73.898453,Subway Station,Queens
226,MN,Free,Transit Wireless,40.77344,-73.982209,Subway Station,New York
334,SI,Free,AT&T,40.589,-74.0667,Outdoor,Staten Island
227,MN,Free,Transit Wireless,40.778453,-73.98197,Subway Station,New York
228,MN,Free,Transit Wireless,40.775594,-73.97641,Subway Station,New York
229,MN,Free,Transit Wireless,40.783934,-73.979917,Subway Station,New York
230,MN,Free,Transit Wireless,40.762862,-73.981637,Subway Station,New York
231,MN,Free,Transit Wireless,40.739777,-74.002578,Subway Station,New York
232,MN,Free,Transit Wireless,40.781433,-73.972143,Subway Station,New York
233,MN,Free,Transit Wireless,40.788644,-73.976218,Subway Station,New York
234,MN,Free,Transit Wireless,40.785868,-73.968916,Subway Station,New York
235,MN,Free,Transit Wireless,40.791644,-73.964694,Subway Station,New York
236,MN,Free,Transit Wireless,40.793919,-73.972323,Subway Station,New York
237,MN,Free,Transit Wireless,40.751431,-73.976041,Subway Station,New York
238,MN,Free,Transit Wireless,40.751776,-73.976848,Subway Station,New York
239,MN,Free,Transit Wireless,40.755983,-73.986229,Subway Station,New York
240,MN,Free,Transit Wireless,40.755477,-73.987691,Subway Station,New York
241,MN,Free,Transit Wireless,40.754672,-73.986754,Subway Station,New York
242,MN,Free,Transit Wireless,40.75529,-73.987495,Subway Station,New York
243,MN,Free,Transit Wireless,40.752769,-73.979189,Subway Station,New York
244,QU,Free,Transit Wireless,40.754203,-73.942836,Subway Station,Queens
245,QU,Free,Transit Wireless,40.742626,-73.953581,Subway Station,Queens
246,QU,Free,Transit Wireless,40.742216,-73.948916,Subway Station,Queens
247,QU,Free,Transit Wireless,40.747846,-73.946,Subway Station,Queens
248,QU,Limited Free,Time Warner Cable,40.73121,-73.774084,Outdoor TWC Aerial,Queens
249,QU,Free,Transit Wireless,40.746554,-73.943832,Subway Station,Queens
250,QU,Free,Transit Wireless,40.744065,-73.949724,Subway Station,Queens
252,QU,Free,Transit Wireless,40.733106,-73.869229,Subway Station,Queens
253,QU,Free,Transit Wireless,40.756312,-73.913333,Subway Station,Queens
254,QU,Free,Transit Wireless,40.752885,-73.906006,Subway Station,Queens
255,QU,Free,Transit Wireless,40.742454,-73.882017,Subway Station,Queens
256,QU,Free,Transit Wireless,40.709179,-73.820574,Subway Station,Queens
257,QU,Free,Transit Wireless,40.721691,-73.844521,Subway Station,Queens
258,QU,Free,Transit Wireless,40.70546,-73.810708,Subway Station,Queens
259,QU,Free,Transit Wireless,40.702147,-73.801109,Subway Station,Queens
260,QU,Free,Transit Wireless,40.712646,-73.783817,Subway Station,Queens
261,QU,Free,Transit Wireless,40.737015,-73.877223,Subway Station,Queens
262,QU,Free,Transit Wireless,40.752039,-73.928781,Subway Station,Queens
263,QU,Free,Transit Wireless,40.748973,-73.937243,Subway Station,Queens
264,QU,Free,Transit Wireless,40.756879,-73.92074,Subway Station,Queens
265,QU,Free,Transit Wireless,40.707564,-73.803326,Subway Station,Queens
266,QU,Free,Transit Wireless,40.71047,-73.793604,Subway Station,Queens
267,QU,Free,Transit Wireless,40.729846,-73.861604,Subway Station,Queens
268,QU,Free,Transit Wireless,40.726523,-73.852719,Subway Station,Queens
269,QU,Limited Free,Time Warner Cable,40.730544,-73.776718,Outdoor TWC Aerial,Queens
270,QU,Free,Transit Wireless,40.700486,-73.807969,Subway Station,Queens
271,QU,Free,Transit Wireless,40.718331,-73.837324,Subway Station,Queens
272,QU,Limited Free,Time Warner Cable,40.730124,-73.773857,Outdoor,Queens
273,QU,Limited Free,Time Warner Cable,40.730124,-73.773857,Outdoor,Queens
274,QU,Limited Free,Time Warner Cable,40.726811,-73.775861,Outdoor TWC Aerial,Queens
275,QU,Limited Free,Time Warner Cable,40.729869,-73.773841,Outdoor,Queens
276,QU,Limited Free,Time Warner Cable,40.730423,-73.777129,Outdoor TWC Aerial,Queens
277,MN,Limited Free,Time Warner Cable,40.772005,-73.982384,Outdoor,New York
278,BK,Limited Free,Time Warner Cable,40.61299,-74.012924,Outdoor,Brooklyn
279,QU,Limited Free,Time Warner Cable,40.730822,-73.884479,Outdoor TWC Aerial,Queens
280,QU,Limited Free,Time Warner Cable,40.730489,-73.8842,Outdoor TWC Aerial,Queens
281,QU,Limited Free,Time Warner Cable,40.728838,-73.883751,Outdoor TWC Aerial,Queens
282,MN,Limited Free,Time Warner Cable,40.771442,-73.988109,Outdoor,New York
283,MN,Limited Free,Time Warner Cable,40.771442,-73.988109,Indoor,New York
284,MN,Limited Free,Time Warner Cable,40.771442,-73.988109,Indoor,New York
285,MN,Limited Free,Time Warner Cable,40.771442,-73.988109,Indoor,New York
286,MN,Limited Free,Time Warner Cable,40.771442,-73.988109,Indoor,New York
287,QU,Free,Transit Wireless,40.714441,-73.831008,Subway Station,Queens
288,QU,Free,Transit Wireless,40.746644,-73.891338,Subway Station,Queens
289,MN,Free,Transit Wireless,40.799446,-73.968379,Subway Station,New York
290,MN,Limited Free,Time Warner Cable,40.771442,-73.988109,Indoor,New York
291,SI,Limited Free,Time Warner Cable,40.59205,-74.139087,Outdoor TWC Aerial,Staten Island
292,SI,Limited Free,Time Warner Cable,40.591904,-74.138573,Outdoor TWC Aerial,Staten Island
293,SI,Limited Free,Time Warner Cable,40.592023,-74.138056,Outdoor TWC Aerial,Staten Island
294,MN,Free,Transit Wireless,40.7906,-73.947478,Subway Station,New York
295,SI,Limited Free,Time Warner Cable,40.591847,-74.139153,Indoor,Staten Island
296,SI,Limited Free,Time Warner Cable,40.59203,-74.13812,Indoor,Staten Island
297,MN,Limited Free,Time Warner Cable,40.71996,-73.981478,Indoor,New York
298,MN,Limited Free,Time Warner Cable,40.720102,-73.981299,Outdoor,New York
299,BK,Free,Downtown Brooklyn,40.689319,-73.987162,Outdoor,Brooklyn
300,BK,Free,Downtown Brooklyn,40.689319,-73.987162,Outdoor,Brooklyn
301,BK,Free,Downtown Brooklyn,40.689319,-73.987162,Outdoor,Brooklyn
302,MN,Limited Free,Time Warner Cable,40.719789,-73.981466,Outdoor,New York
303,MN,Limited Free,Time Warner Cable,40.720005,-73.981438,Indoor,New York
304,MN,Limited Free,Time Warner Cable,40.812681,-73.939357,Indoor,New York
305,MN,Limited Free,Time Warner Cable,40.812681,-73.939357,Indoor,New York
306,MN,Limited Free,Time Warner Cable,40.812681,-73.939357,Outdoor,New York
307,MN,Limited Free,Time Warner Cable,40.812681,-73.939357,Outdoor,New York
308,MN,Limited Free,Time Warner Cable,40.812681,-73.939357,Indoor,New York
309,MN,Limited Free,Time Warner Cable,40.812681,-73.939357,Indoor,New York
310,MN,Limited Free,Time Warner Cable,40.812681,-73.939357,Indoor,New York
311,MN,Limited Free,Time Warner Cable,40.812681,-73.939357,Indoor,New York
312,QU,Limited Free,Time Warner Cable,40.733142,-73.870981,Outdoor TWC Aerial,Queens
313,QU,Limited Free,Time Warner Cable,40.733186,-73.871128,Outdoor TWC Aerial,Queens
314,QU,Limited Free,Time Warner Cable,40.742094,-73.961265,Outdoor,Queens
315,QU,Limited Free,Time Warner Cable,40.741994,-73.961256,Outdoor,Queens
316,MN,Limited Free,Time Warner Cable,40.846889,-73.941333,Outdoor,New York
317,MN,Limited Free,Time Warner Cable,40.846472,-73.941722,Outdoor,New York
318,MN,Free,Transit Wireless,40.768247,-73.981929,Subway Station,New York
319,MN,Free,Transit Wireless,40.796092,-73.961454,Subway Station,New York
320,MN,Limited Free,Time Warner Cable,40.8462,-73.941347,Outdoor,New York
321,MN,Limited Free,Time Warner Cable,40.846444,-73.939981,Outdoor,New York
322,MN,Limited Free,Time Warner Cable,40.846686,-73.940883,Indoor,New York
323,MN,Free,AT&T,40.7931,-73.9354,Outdoor,New York
324,QU,Free,AT&T,40.777,-73.9252,Outdoor,Queens
325,QU,Free,AT&T,40.7221,-73.8466,Outdoor,Queens
326,SI,Free,AT&T,40.6173,-74.1063,Outdoor,Staten Island
327,MN,Limited Free,Time Warner Cable,40.846562,-73.94086,Indoor,New York
328,MN,Limited Free,Time Warner Cable,40.846383,-73.940706,Indoor,New York
329,MN,Limited Free,Time Warner Cable,40.824778,-73.942178,Outdoor,New York
330,MN,Limited Free,Time Warner Cable,40.824131,-73.942464,Indoor,New York
331,MN,Limited Free,Time Warner Cable,40.824131,-73.942464,Indoor,New York
332,MN,Limited Free,Time Warner Cable,40.824131,-73.942464,Indoor,New York
333,MN,Limited Free,Time Warner Cable,40.824131,-73.942464,Indoor,New York
335,MN,Free,AT&T,40.7148,-74.0028,Outdoor,New York
336,MN,Free,AT&T,40.7265,-73.9817,Outdoor,New York
337,QU,Limited Free,AT&T,40.7432,-73.8443,Outdoor,Queens
338,MN,Free,Transit Wireless,40.79502,-73.94425,Subway Station,New York
339,MN,Free,Transit Wireless,40.802098,-73.949625,Subway Station,New York
340,MN,Free,Transit Wireless,40.798629,-73.941617,Subway Station,New York
341,MN,Free,Transit Wireless,40.805085,-73.954882,Subway Station,New York
342,MN,Free,Transit Wireless,40.807722,-73.96411,Subway Station,New York
343,MN,Free,Transit Wireless,40.807745,-73.945502,Subway Station,New York
344,MN,Free,Transit Wireless,40.804138,-73.937594,Subway Station,New York
345,MN,Free,Transit Wireless,40.811109,-73.952343,Subway Station,New York
346,MN,Free,Transit Wireless,40.814229,-73.94077,Subway Station,New York
347,MN,Free,Transit Wireless,40.817894,-73.947649,Subway Station,New York
