OBJECTID,Boro,Type,Provider,Lat,Long_,Location_T,City
679,BX,Limited Free,Cablevision,40.837184,-73.890395,Outdoor,Bronx
680,BX,Limited Free,Cablevision,40.837503,-73.894893,Outdoor,Bronx
681,BX,Limited Free,Cablevision,40.837539,-73.893658,Outdoor,Bronx
682,BX,Limited Free,Cablevision,40.837704,-73.890376,Outdoor,Bronx
683,BX,Limited Free,Cablevision,40.838058,-73.893478,Outdoor,Bronx
684,BX,Limited Free,Cablevision,40.838217,-73.893388,Outdoor,Bronx
685,BX,Limited Free,Cablevision,40.838988,-73.888714,Outdoor,Bronx
686,BX,Limited Free,Cablevision,40.838989,-73.888714,Outdoor,Bronx
687,BX,Limited Free,Cablevision,40.839709,-73.887464,Outdoor,Bronx
688,BX,Limited Free,Cablevision,40.83971,-73.887757,Outdoor,Bronx
689,BX,Limited Free,Cablevision,40.839892,-73.89537,Outdoor,Bronx
690,BX,Limited Free,Cablevision,40.840107,-73.895219,Outdoor,Bronx
691,BX,Limited Free,Cablevision,40.840526,-73.895168,Outdoor,Bronx
692,BX,Limited Free,Cablevision,40.840664,-73.898372,Outdoor,Bronx
693,BX,Limited Free,Cablevision,40.840706,-73.891398,Outdoor,Bronx
694,BX,Limited Free,Cablevision,40.84071,-73.896045,Outdoor,Bronx
695,BX,Limited Free,Cablevision,40.8412,-73.8919,Outdoor,Bronx
696,BX,Limited Free,Cablevision,40.841626,-73.892961,Outdoor,Bronx
697,BX,Limited Free,Cablevision,40.841693,-73.894399,Outdoor,Bronx
698,BX,Limited Free,Cablevision,40.84182,-73.894281,Outdoor,Bronx
699,BX,Limited Free,Cablevision,40.842046,-73.894094,Outdoor,Bronx
700,BX,Limited Free,Cablevision,40.881477,-73.897951,Outdoor,Bronx
701,BX,Limited Free,Cablevision,40.816436,-73.838292,Outdoor,Bronx
702,BX,Limited Free,Cablevision,40.821599,-73.826654,Outdoor,Bronx
703,BX,Limited Free,Cablevision,40.821068,-73.82621,Outdoor,Bronx
704,BX,Limited Free,Cablevision,40.820619,-73.825839,Outdoor,Bronx
705,BX,Limited Free,Cablevision,40.818063,-73.82387,Outdoor,Bronx
706,BX,Limited Free,Cablevision,40.817732,-73.82368,Outdoor,Bronx
707,BX,Limited Free,Cablevision,40.816357,-73.837449,Outdoor,Bronx
708,BX,Limited Free,Cablevision,40.815346,-73.837671,Outdoor,Bronx
709,BX,Limited Free,Cablevision,40.816412,-73.833998,Outdoor,Bronx
710,BX,Limited Free,Cablevision,40.818752,-73.82456,Outdoor,Bronx
711,BX,Limited Free,Cablevision,40.81469,-73.898502,Outdoor,Bronx
712,BK,Limited Free,Cablevision,40.623001,-73.984689,Outdoor,Brooklyn
713,BK,Limited Free,Cablevision,40.623315,-73.985265,Outdoor,Brooklyn
714,BK,Limited Free,Cablevision,40.623831,-73.983592,Outdoor,Brooklyn
715,BK,Limited Free,Cablevision,40.624244,-73.984404,Outdoor,Brooklyn
716,BK,Limited Free,Cablevision,40.623457,-73.982884,Outdoor,Brooklyn
717,BX,Limited Free,Cablevision,40.87455,-73.86554,Outdoor,Bronx
718,BX,Limited Free,Cablevision,40.874779,-73.865005,Outdoor,Bronx
719,BX,Limited Free,Cablevision,40.87322,-73.837825,Outdoor,Bronx
720,BX,Limited Free,Cablevision,40.872936,-73.838671,Outdoor,Bronx
721,BX,Limited Free,Cablevision,40.872676,-73.839478,Outdoor,Bronx
722,BX,Limited Free,Cablevision,40.87364,-73.840586,Outdoor,Bronx
723,BX,Limited Free,Cablevision,40.874777,-73.839181,Outdoor,Bronx
724,BK,Limited Free,Cablevision,40.694837,-73.918627,Outdoor,Brooklyn
725,BK,Limited Free,Cablevision,40.694769,-73.91851,Outdoor,Brooklyn
726,BK,Limited Free,Cablevision,40.68992,-73.94647,Indoor,Brooklyn
727,BX,Limited Free,Cablevision,40.824255,-73.89791,Outdoor,Bronx
728,BX,Limited Free,Cablevision,40.828468,-73.9227,Outdoor,Bronx
729,BX,Limited Free,Cablevision,40.828057,-73.923075,Outdoor,Bronx
730,BX,Limited Free,Cablevision,40.827831,-73.922677,Outdoor,Bronx
731,BX,Limited Free,Cablevision,40.827441,-73.923008,Outdoor,Bronx
732,BX,Limited Free,Cablevision,40.827563,-73.923631,Outdoor,Bronx
733,BK,Limited Free,Cablevision,40.702978,-73.924737,Outdoor,Bronx
734,BK,Limited Free,Cablevision,40.703308,-73.924087,Outdoor,Bronx
735,BK,Limited Free,Cablevision,40.603993,-73.930671,Indoor,Brooklyn
736,BK,Limited Free,Cablevision,40.604137,-73.93043,Indoor,Brooklyn
737,BK,Limited Free,Cablevision,40.604068,-73.93076,Indoor,Brooklyn
738,BK,Limited Free,Cablevision,40.605008,-73.930027,Outdoor,Brooklyn
739,BK,Limited Free,Cablevision,40.606029,-73.928466,Outdoor,Brooklyn
740,BK,Limited Free,Cablevision,40.604383,-73.931063,Outdoor,Brooklyn
741,BX,Limited Free,Cablevision,40.840657,-73.842668,Outdoor,Bronx
742,BX,Limited Free,Cablevision,40.840657,-73.842668,Outdoor,Bronx
743,BX,Limited Free,Cablevision,40.840672,-73.842602,Indoor,Bronx
744,BX,Limited Free,Cablevision,40.846052,-73.82495,Outdoor,Bronx
1656,BK,Free,NYCHA,40.693833,-73.982192,Outdoor,New York
745,BX,Limited Free,Cablevision,40.894246,-73.896288,Outdoor,Bronx
746,BX,Limited Free,Cablevision,40.893739,-73.89622,Outdoor,Bronx
747,BX,Limited Free,Cablevision,40.844468,-73.88169,Outdoor,Bronx
748,BX,Limited Free,Cablevision,40.844141,-73.881968,Outdoor,Bronx
749,BX,Limited Free,Cablevision,40.876541,-73.87845,Indoor,Bronx
750,BX,Limited Free,Cablevision,40.876827,-73.878725,Indoor,Bronx
751,BX,Limited Free,Cablevision,40.876855,-73.878874,Indoor,Bronx
752,BX,Limited Free,Cablevision,40.876643,-73.878542,Indoor,Bronx
753,BX,Limited Free,Cablevision,40.878445,-73.87548,Outdoor,Bronx
754,BX,Limited Free,Cablevision,40.876788,-73.876273,Outdoor,Bronx
755,BX,Limited Free,Cablevision,40.877001,-73.879322,Outdoor,Bronx
756,BX,Limited Free,Cablevision,40.876099,-73.877384,Outdoor,Bronx
757,BX,Limited Free,Cablevision,40.8762,-73.878749,Outdoor,Bronx
758,BK,Limited Free,Cablevision,40.65831,-73.94406,Outdoor,Brooklyn
759,BK,Limited Free,Cablevision,40.65831,-73.94406,Outdoor,Brooklyn
760,BK,Limited Free,Cablevision,40.658,-73.94723,Outdoor,Brooklyn
761,BK,Limited Free,Cablevision,40.658,-73.94723,Outdoor,Brooklyn
762,BK,Limited Free,Cablevision,40.65743,-73.94716,Outdoor,Brooklyn
763,BK,Limited Free,Cablevision,40.65743,-73.94716,Outdoor,Brooklyn
764,BX,Limited Free,Cablevision,40.846314,-73.824472,Outdoor,Bronx
765,BX,Limited Free,Cablevision,40.846606,-73.823952,Outdoor,Bronx
1651,BK,Free,City Tech,40.695038,-73.987331,Outdoor,New York
766,BX,Limited Free,Cablevision,40.8471,-73.822992,Outdoor,Bronx
767,BX,Limited Free,Cablevision,40.847596,-73.82223,Outdoor,Bronx
768,BX,Limited Free,Cablevision,40.848159,-73.821071,Outdoor,Bronx
769,BX,Limited Free,Cablevision,40.848322,-73.82075,Outdoor,Bronx
770,BX,Limited Free,Cablevision,40.849233,-73.82105,Outdoor,Bronx
771,BX,Limited Free,Cablevision,40.849196,-73.821055,Outdoor,Bronx
772,BX,Limited Free,Cablevision,40.850208,-73.821752,Outdoor,Bronx
773,BX,Limited Free,Cablevision,40.850232,-73.821777,Outdoor,Bronx
774,BX,Limited Free,Cablevision,40.864437,-73.894553,Outdoor,Bronx
775,BX,Limited Free,Cablevision,40.864458,-73.895115,Outdoor,Bronx
776,BX,Limited Free,Cablevision,40.864781,-73.894626,Outdoor,Bronx
777,BX,Limited Free,Cablevision,40.865167,-73.894227,Outdoor,Bronx
778,BK,Limited Free,Cablevision,40.650721,-73.968489,Outdoor,Brooklyn
779,BK,Limited Free,Cablevision,40.65068,-73.96846,Outdoor,Brooklyn
780,BK,Limited Free,Cablevision,40.650738,-73.968429,Outdoor,Brooklyn
781,BK,Limited Free,Cablevision,40.6507,-73.965843,Outdoor,Brooklyn
782,BK,Limited Free,Cablevision,40.660469,-73.965168,Outdoor,Brooklyn
783,BK,Limited Free,Cablevision,40.660842,-73.965121,Outdoor,Brooklyn
784,BK,Limited Free,Cablevision,40.661197,-73.965252,Outdoor,Brooklyn
785,BK,Limited Free,Cablevision,40.657452,-73.963991,Outdoor,Brooklyn
786,BK,Limited Free,Cablevision,40.657452,-73.963991,Outdoor,Brooklyn
787,BK,Limited Free,Cablevision,40.657452,-73.963991,Outdoor,Brooklyn
788,BK,Limited Free,Cablevision,40.657001,-73.963697,Indoor,Brooklyn
789,BK,Limited Free,Cablevision,40.657001,-73.963697,Indoor,Brooklyn
790,BK,Limited Free,Cablevision,40.657001,-73.963697,Indoor,Brooklyn
791,BK,Limited Free,Cablevision,40.657001,-73.963697,Indoor,Brooklyn
792,BX,Limited Free,Cablevision,40.84459,-73.8598,Indoor,Bronx
793,BX,Limited Free,Cablevision,40.84459,-73.8598,Outdoor,Bronx
794,BK,Limited Free,Cablevision,40.685043,-73.918933,Outdoor,Bronx
795,BK,Limited Free,Cablevision,40.685032,-73.91907,Outdoor,Bronx
796,BX,Limited Free,Cablevision,40.887637,-73.835951,Outdoor,Bronx
797,BX,Limited Free,Cablevision,40.888783,-73.840133,Outdoor,Bronx
798,BX,Limited Free,Cablevision,40.885284,-73.838521,Outdoor,Bronx
799,BX,Limited Free,Cablevision,40.886622,-73.83497,Outdoor,Bronx
800,BX,Limited Free,Cablevision,40.86473,-73.899037,Outdoor,Bronx
801,BX,Limited Free,Cablevision,40.86473,-73.899037,Indoor,Bronx
802,BX,Limited Free,Cablevision,40.86473,-73.899037,Indoor,Bronx
803,BK,Limited Free,Cablevision,40.674013,-73.934698,Outdoor,Brooklyn
804,BK,Limited Free,Cablevision,40.67404,-73.935053,Outdoor,Brooklyn
805,BK,Limited Free,Cablevision,40.673801,-73.935166,Outdoor,Brooklyn
806,BK,Limited Free,Cablevision,40.67343,-73.93463,Outdoor,Brooklyn
807,BK,Limited Free,Cablevision,40.673866,-73.934717,Outdoor,Brooklyn
808,BK,Limited Free,Cablevision,40.673805,-73.934785,Indoor,Brooklyn
809,BK,Limited Free,Cablevision,40.673781,-73.935109,Indoor,Brooklyn
810,BK,Limited Free,Cablevision,40.673755,-73.935014,Indoor,Brooklyn
811,BK,Limited Free,Cablevision,40.673752,-73.934892,Indoor,Brooklyn
812,BK,Limited Free,Cablevision,40.673727,-73.934867,Indoor,Brooklyn
813,BK,Limited Free,Cablevision,40.673695,-73.934935,Indoor,Brooklyn
814,BX,Limited Free,Cablevision,40.811544,-73.914138,Indoor,Bronx
815,BX,Limited Free,Cablevision,40.811544,-73.914138,Indoor,Bronx
816,BX,Limited Free,Cablevision,40.811544,-73.914138,Indoor,Bronx
817,BX,Limited Free,Cablevision,40.811544,-73.914138,Indoor,Bronx
818,BX,Limited Free,Cablevision,40.811544,-73.914138,Indoor,Bronx
819,BX,Limited Free,Cablevision,40.811544,-73.914138,Outdoor,Bronx
820,BX,Limited Free,Cablevision,40.811544,-73.914138,Outdoor,Bronx
821,BK,Limited Free,Cablevision,40.576111,-73.984734,Outdoor,Brooklyn
822,BK,Limited Free,Cablevision,40.57585,-73.9835,Outdoor,Brooklyn
823,BK,Limited Free,Cablevision,40.57564,-73.98567,Outdoor,Brooklyn
824,BX,Free,AT&T,40.8177,-73.8811,Outdoor,Bronx
825,QU,Limited Free,Time Warner Cable,40.678334,-73.783477,Outdoor TWC Aerial,Queens
826,QU,Limited Free,Time Warner Cable,40.6676,-73.78942,Outdoor TWC Aerial,Queens
827,QU,Limited Free,Time Warner Cable,40.68161,-73.78825,Outdoor TWC Aerial,Queens
828,QU,Limited Free,Time Warner Cable,40.68053,-73.78747,Outdoor TWC Aerial,Queens
829,QU,Limited Free,Time Warner Cable,40.67963,-73.78745,Outdoor TWC Aerial,Queens
830,QU,Limited Free,Time Warner Cable,40.68301,-73.78482,Outdoor TWC Aerial,Queens
831,BX,Free,AT&T,40.8631,-73.9065,Outdoor,Bronx
832,BX,Free,AT&T,40.8285,-73.9227,Outdoor,Bronx
833,QU,Limited Free,Time Warner Cable,40.68462,-73.78589,Outdoor TWC Aerial,Queens
834,QU,Limited Free,Time Warner Cable,40.68495,-73.78722,Outdoor TWC Aerial,Queens
835,QU,Limited Free,Time Warner Cable,40.67814,-73.78711,Outdoor TWC Aerial,Queens
836,QU,Limited Free,Time Warner Cable,40.67662,-73.78695,Outdoor TWC Aerial,Queens
837,QU,Limited Free,Time Warner Cable,40.67934,-73.78444,Outdoor TWC Aerial,Queens
838,QU,Limited Free,Time Warner Cable,40.68079,-73.78468,Outdoor TWC Aerial,Queens
839,QU,Limited Free,Time Warner Cable,40.67268,-73.78678,Outdoor TWC Aerial,Queens
840,QU,Limited Free,Time Warner Cable,40.67318,-73.78517,Outdoor TWC Aerial,Queens
841,QU,Limited Free,Time Warner Cable,40.67609,-73.78254,Outdoor TWC Aerial,Queens
842,QU,Limited Free,Time Warner Cable,40.67486,-73.78412,Outdoor TWC Aerial,Queens
843,BK,Free,AT&T,40.7015,-73.9943,Outdoor,Brooklyn
844,QU,Limited Free,Time Warner Cable,40.67506,-73.78744,Outdoor TWC Aerial,Queens
845,QU,Limited Free,Time Warner Cable,40.67454,-73.78955,Outdoor TWC Aerial,Queens
846,QU,Limited Free,Time Warner Cable,40.6714,-73.78861,Outdoor TWC Aerial,Queens
847,QU,Limited Free,Time Warner Cable,40.66978,-73.78896,Outdoor TWC Aerial,Queens
1372,MN,Free,Transit Wireless,40.726227,-74.003739,Subway Station,New York
1373,MN,Free,Transit Wireless,40.720824,-74.005229,Subway Station,New York
1374,MN,Free,Transit Wireless,40.714111,-74.008585,Subway Station,New York
1375,MN,Free,Transit Wireless,40.712582,-74.009781,Subway Station,New York
1376,MN,Free,Transit Wireless,40.718267,-73.993753,Subway Station,New York
1377,MN,Free,Transit Wireless,40.722854,-74.006277,Subway Station,New York
1378,MN,Free,Transit Wireless,40.719318,-74.006886,Subway Station,New York
1379,MN,Free,Transit Wireless,40.715478,-74.009266,Subway Station,New York
1380,MN,Free,Transit Wireless,40.707513,-74.013783,Subway Station,New York
1381,MN,Free,Transit Wireless,40.713051,-74.008811,Subway Station,New York
1382,MN,Free,Transit Wireless,40.706821,-74.0091,Subway Station,New York
1383,MN,Free,Transit Wireless,40.722301,-73.997141,Subway Station,New York
1384,MN,Free,Transit Wireless,40.718803,-74.000193,Subway Station,New York
1385,BK,Free,Transit Wireless,40.712792,-73.951418,Subway Station,Brooklyn
1386,BK,Free,Transit Wireless,40.714063,-73.950275,Subway Station,Brooklyn
1387,MN,Free,Transit Wireless,40.70722,-74.013342,Subway Station,New York
1388,MN,Free,Transit Wireless,40.713243,-74.003401,Subway Station,New York
1389,MN,Free,Transit Wireless,40.725915,-73.994659,Subway Station,New York
1390,MN,Free,Transit Wireless,40.707557,-74.011862,Subway Station,New York
1641,BK,Free,City Tech,40.696027,-73.988456,Outdoor,New York
1642,BK,Free,City Tech,40.695921,-73.988118,Outdoor,New York
1643,BK,Free,City Tech,40.695902,-73.987394,Outdoor,New York
1644,BK,Free,City Tech,40.69511,-73.988482,Outdoor,New York
1645,BK,Free,City Tech,40.69511,-73.988482,Outdoor,New York
1646,BK,Free,City Tech,40.695902,-73.987394,Outdoor,New York
1647,BK,Free,City Tech,40.696027,-73.988456,Outdoor,New York
1648,BK,Free,City Tech,40.695038,-73.987331,Outdoor,New York
1649,BK,Free,City Tech,40.695107,-73.988105,Outdoor,New York
1650,BK,Free,City Tech,40.695088,-73.987671,Outdoor,New York
1653,BK,Free,NYCHA,40.693862,-73.982906,Outdoor,New York
1657,BK,Free,NYCHA,40.694893,-73.98118,Outdoor,New York
1658,BK,Free,NYCHA,40.694555,-73.981679,Outdoor,New York
1659,BK,Free,NYCHA,40.695317,-73.981155,Outdoor,New York
1660,BK,Free,NYCHA,40.695544,-73.981648,Outdoor,New York
1661,BK,Free,NYCHA,40.69567,-73.979752,Outdoor,New York
1662,BK,Free,NYCHA,40.695295,-73.980103,Outdoor,New York
1663,BK,Free,NYCHA,40.695009,-73.979547,Outdoor,New York
1664,BK,Free,NYCHA,40.694623,-73.979909,Outdoor,New York
1665,BK,Free,NYCHA,40.694137,-73.979813,Outdoor,New York
1666,BK,Free,NYCHA,40.69454,-73.979416,Outdoor,New York
1667,BK,Free,NYCHA,40.694626,-73.97518,Outdoor,New York
1668,BK,Free,NYCHA,40.694892,-73.975416,Outdoor,New York
1669,BK,Free,NYCHA,40.694868,-73.975024,Outdoor,New York
1670,BK,Free,NYCHA,40.694394,-73.975054,Outdoor,New York
1671,BK,Free,NYCHA,40.694557,-73.975336,Outdoor,New York
1672,BK,Free,NYCHA,40.693392,-73.973923,Outdoor,New York
1673,BK,Free,NYCHA,40.694382,-73.974614,Outdoor,New York
1674,BK,Free,NYCHA,40.693724,-73.977351,Outdoor,New York
1675,BK,Free,NYCHA,40.69374,-73.977796,Outdoor,New York
1676,BK,Free,NYCHA,40.69368,-73.977246,Outdoor,New York
1677,BK,Free,NYCHA,40.693509,-73.976981,Outdoor,New York
1678,BK,Free,NYCHA,40.693493,-73.976635,Outdoor,New York
1679,BK,Free,NYCHA,40.693442,-73.973193,Outdoor,New York
1769,MN,Free,BETA LinkNYC - Citybridge,40.761604,-73.966388,Outdoor Kiosk,New York
1770,MN,Free,BETA LinkNYC - Citybridge,40.739442,-74.002597,Outdoor Kiosk,New York
1771,MN,Free,BETA LinkNYC - Citybridge,40.742297,-74.00094,Outdoor Kiosk,New York
1772,MN,Free,BETA LinkNYC - Citybridge,40.767271,-73.982247,Outdoor Kiosk,New York
1773,MN,Free,BETA LinkNYC - Citybridge,40.743582,-73.999902,Outdoor Kiosk,New York
1774,MN,Free,BETA LinkNYC - Citybridge,40.744263,-73.999405,Outdoor Kiosk,New York
1775,MN,Free,BETA LinkNYC - Citybridge,40.744403,-73.998993,Outdoor Kiosk,New York
1776,MN,Free,BETA LinkNYC - Citybridge,40.744589,-73.999171,Outdoor Kiosk,New York
1777,MN,Free,BETA LinkNYC - Citybridge,40.74475,-73.998736,Outdoor Kiosk,New York
1778,MN,Free,BETA LinkNYC - Citybridge,40.747905,-73.996434,Outdoor Kiosk,New York
1779,MN,Free,BETA LinkNYC - Citybridge,40.763424,-73.985061,Outdoor Kiosk,New York
1780,MN,Free,BETA LinkNYC - Citybridge,40.745445,-73.998618,Outdoor Kiosk,New York
1781,MN,Free,BETA LinkNYC - Citybridge,40.757544,-73.989409,Outdoor Kiosk,New York
1782,MN,Free,BETA LinkNYC - Citybridge,40.757753,-73.989252,Outdoor Kiosk,New York
1783,MN,Free,BETA LinkNYC - Citybridge,40.745929,-73.997753,Outdoor Kiosk,New York
1784,MN,Free,BETA LinkNYC - Citybridge,40.766642,-73.983101,Outdoor Kiosk,New York
1785,MN,Free,BETA LinkNYC - Citybridge,40.766947,-73.98315,Outdoor Kiosk,New York
1786,MN,Free,BETA LinkNYC - Citybridge,40.766964,-73.982855,Outdoor Kiosk,New York
1787,MN,Free,BETA LinkNYC - Citybridge,40.754138,-73.992341,Outdoor Kiosk,New York
1788,MN,Free,BETA LinkNYC - Citybridge,40.747381,-73.997136,Outdoor Kiosk,New York
1789,MN,Free,BETA LinkNYC - Citybridge,40.749122,-73.995553,Outdoor Kiosk,New York
1790,MN,Free,BETA LinkNYC - Citybridge,40.767363,-73.982576,Outdoor Kiosk,New York
1791,MN,Free,BETA LinkNYC - Citybridge,40.749828,-73.995525,Outdoor Kiosk,New York
1792,MN,Free,BETA LinkNYC - Citybridge,40.75023,-73.995059,Outdoor Kiosk,New York
1793,MN,Free,BETA LinkNYC - Citybridge,40.752709,-73.992756,Outdoor Kiosk,New York
1794,MN,Free,BETA LinkNYC - Citybridge,40.752949,-73.992762,Outdoor Kiosk,New York
1795,MN,Free,BETA LinkNYC - Citybridge,40.75343,-73.992731,Outdoor Kiosk,New York
1796,MN,Free,BETA LinkNYC - Citybridge,40.753643,-73.992565,Outdoor Kiosk,New York
1797,MN,Free,BETA LinkNYC - Citybridge,40.754171,-73.991871,Outdoor Kiosk,New York
1798,MN,Free,BETA LinkNYC - Citybridge,40.754668,-73.991821,Outdoor Kiosk,New York
1799,MN,Free,BETA LinkNYC - Citybridge,40.755283,-73.991376,Outdoor Kiosk,New York
1800,MN,Free,BETA LinkNYC - Citybridge,40.7555,-73.991425,Outdoor Kiosk,New York
1801,MN,Free,BETA LinkNYC - Citybridge,40.755879,-73.990935,Outdoor Kiosk,New York
1802,MN,Free,BETA LinkNYC - Citybridge,40.758668,-73.988905,Outdoor Kiosk,New York
1803,MN,Free,BETA LinkNYC - Citybridge,40.758832,-73.988782,Outdoor Kiosk,New York
1804,MN,Free,BETA LinkNYC - Citybridge,40.759109,-73.988585,Outdoor Kiosk,New York
1805,MN,Free,BETA LinkNYC - Citybridge,40.759221,-73.988186,Outdoor Kiosk,New York
1806,MN,Free,BETA LinkNYC - Citybridge,40.739672,-74.002748,Outdoor Kiosk,New York
1807,MN,Free,BETA LinkNYC - Citybridge,40.76107,-73.987254,Outdoor Kiosk,New York
1808,MN,Free,BETA LinkNYC - Citybridge,40.761094,-73.986828,Outdoor Kiosk,New York
1809,MN,Free,BETA LinkNYC - Citybridge,40.739846,-74.002305,Outdoor Kiosk,New York
1810,MN,Free,BETA LinkNYC - Citybridge,40.739722,-74.002214,Outdoor Kiosk,New York
1811,MN,Free,BETA LinkNYC - Citybridge,40.762247,-73.986295,Outdoor Kiosk,New York
1812,MN,Free,BETA LinkNYC - Citybridge,40.762151,-73.986052,Outdoor Kiosk,New York
1813,MN,Free,BETA LinkNYC - Citybridge,40.762331,-73.985923,Outdoor Kiosk,New York
1814,MN,Free,BETA LinkNYC - Citybridge,40.764338,-73.984767,Outdoor Kiosk,New York
1815,MN,Free,BETA LinkNYC - Citybridge,40.764646,-73.984229,Outdoor Kiosk,New York
1816,MN,Free,BETA LinkNYC - Citybridge,40.764212,-73.984544,Outdoor Kiosk,New York
1817,MN,Free,BETA LinkNYC - Citybridge,40.764744,-73.98447,Outdoor Kiosk,New York
1818,MN,Free,BETA LinkNYC - Citybridge,40.764823,-73.984099,Outdoor Kiosk,New York
1819,MN,Free,BETA LinkNYC - Citybridge,40.764934,-73.984336,Outdoor Kiosk,New York
1820,MN,Free,BETA LinkNYC - Citybridge,40.765522,-73.983593,Outdoor Kiosk,New York
1821,MN,Free,BETA LinkNYC - Citybridge,40.765604,-73.983853,Outdoor Kiosk,New York
1822,MN,Free,BETA LinkNYC - Citybridge,40.766012,-73.983549,Outdoor Kiosk,New York
1823,MN,Free,BETA LinkNYC - Citybridge,40.760569,-73.987529,Outdoor Kiosk,New York
1824,MN,Free,BETA LinkNYC - Citybridge,40.759748,-73.988118,Outdoor Kiosk,New York
1825,MN,Free,BETA LinkNYC - Citybridge,40.762432,-73.986159,Outdoor Kiosk,New York
1826,MN,Free,BETA LinkNYC - Citybridge,40.760895,-73.986836,Outdoor Kiosk,New York
1827,MN,Free,BETA LinkNYC - Citybridge,40.761816,-73.986606,Outdoor Kiosk,New York
1828,MN,Free,BETA LinkNYC - Citybridge,40.759938,-73.987975,Outdoor Kiosk,New York
1829,MN,Free,BETA LinkNYC - Citybridge,40.759654,-73.987773,Outdoor Kiosk,New York
1830,QU,Free,BETA LinkNYC - Citybridge,40.701827,-73.807661,Outdoor Kiosk,Queens
1831,QU,Free,BETA LinkNYC - Citybridge,40.701853,-73.806477,Outdoor Kiosk,Queens
1832,QU,Free,BETA LinkNYC - Citybridge,40.703352,-73.799923,Outdoor Kiosk,Queens
1833,QU,Free,BETA LinkNYC - Citybridge,40.705836,-73.793728,Outdoor Kiosk,Queens
1834,QU,Free,BETA LinkNYC - Citybridge,40.705972,-73.793787,Outdoor Kiosk,Queens
1835,QU,Free,BETA LinkNYC - Citybridge,40.702693,-73.801992,Outdoor Kiosk,Queens
1836,QU,Free,BETA LinkNYC - Citybridge,40.703771,-73.799345,Outdoor Kiosk,Queens
1837,QU,Free,BETA LinkNYC - Citybridge,40.703896,-73.799018,Outdoor Kiosk,Queens
1838,QU,Free,BETA LinkNYC - Citybridge,40.704359,-73.797868,Outdoor Kiosk,Queens
1839,QU,Free,BETA LinkNYC - Citybridge,40.704607,-73.796799,Outdoor Kiosk,Queens
1840,MN,Free,BETA LinkNYC - Citybridge,40.762092,-73.965806,Outdoor Kiosk,New York
1841,MN,Free,BETA LinkNYC - Citybridge,40.762896,-73.965443,Outdoor Kiosk,New York
1842,MN,Free,BETA LinkNYC - Citybridge,40.763037,-73.965653,Outdoor Kiosk,New York
1843,MN,Free,BETA LinkNYC - Citybridge,40.767309,-73.96253,Outdoor Kiosk,New York
1844,MN,Free,BETA LinkNYC - Citybridge,40.767231,-73.962305,Outdoor Kiosk,New York
1845,MN,Free,BETA LinkNYC - Citybridge,40.767655,-73.961971,Outdoor Kiosk,New York
1846,MN,Free,BETA LinkNYC - Citybridge,40.767853,-73.962256,Outdoor Kiosk,New York
1847,MN,Free,BETA LinkNYC - Citybridge,40.768943,-73.960952,Outdoor Kiosk,New York
1848,MN,Free,BETA LinkNYC - Citybridge,40.770545,-73.960254,Outdoor Kiosk,New York
1849,MN,Free,BETA LinkNYC - Citybridge,40.770456,-73.959928,Outdoor Kiosk,New York
1850,MN,Free,BETA LinkNYC - Citybridge,40.772144,-73.958697,Outdoor Kiosk,New York
1851,MN,Free,BETA LinkNYC - Citybridge,40.772356,-73.958536,Outdoor Kiosk,New York
1852,MN,Free,BETA LinkNYC - Citybridge,40.772365,-73.958948,Outdoor Kiosk,New York
1853,MN,Free,BETA LinkNYC - Citybridge,40.772478,-73.958769,Outdoor Kiosk,New York
1854,MN,Free,BETA LinkNYC - Citybridge,40.773003,-73.958474,Outdoor Kiosk,New York
1855,MN,Free,BETA LinkNYC - Citybridge,40.772825,-73.958235,Outdoor Kiosk,New York
1856,MN,Free,BETA LinkNYC - Citybridge,40.773727,-73.957965,Outdoor Kiosk,New York
1857,MN,Free,BETA LinkNYC - Citybridge,40.774207,-73.957499,Outdoor Kiosk,New York
1858,MN,Free,BETA LinkNYC - Citybridge,40.77435,-73.95709,Outdoor Kiosk,New York
1859,MN,Free,BETA LinkNYC - Citybridge,40.774855,-73.956665,Outdoor Kiosk,New York
1860,MN,Free,BETA LinkNYC - Citybridge,40.776367,-73.955933,Outdoor Kiosk,New York
1861,MN,Free,BETA LinkNYC - Citybridge,40.776833,-73.955586,Outdoor Kiosk,New York
1862,MN,Free,BETA LinkNYC - Citybridge,40.77702,-73.955139,Outdoor Kiosk,New York
1863,MN,Free,BETA LinkNYC - Citybridge,40.777561,-73.954752,Outdoor Kiosk,New York
1864,MN,Free,BETA LinkNYC - Citybridge,40.777528,-73.955153,Outdoor Kiosk,New York
1865,MN,Free,BETA LinkNYC - Citybridge,40.778272,-73.954541,Outdoor Kiosk,New York
1866,MN,Free,BETA LinkNYC - Citybridge,40.778003,-73.954428,Outdoor Kiosk,New York
1867,MN,Free,BETA LinkNYC - Citybridge,40.7786,-73.95399,Outdoor Kiosk,New York
1868,MN,Free,BETA LinkNYC - Citybridge,40.778603,-73.953717,Outdoor Kiosk,New York
1869,MN,Free,BETA LinkNYC - Citybridge,40.778792,-73.953663,Outdoor Kiosk,New York
1870,MN,Free,BETA LinkNYC - Citybridge,40.779038,-73.95398,Outdoor Kiosk,New York
1871,MN,Free,BETA LinkNYC - Citybridge,40.779535,-73.953715,Outdoor Kiosk,New York
