OBJECTID,BORO,TYPE,PROVIDER,LAT,LON,LOCATION_T,CITY
3530,MN,Free,Transit Wireless,40.74104,-73.997871,Subway Station,New York
3531,MN,Free,Transit Wireless,40.744081,-73.995657,Subway Station,New York
3532,MN,Free,Transit Wireless,40.745906,-73.998041,Subway Station,New York
3533,MN,Free,Transit Wireless,40.741303,-73.989344,Subway Station,New York
281,BK,Free,Downtown Brooklyn,40.690883,-73.989635,Outdoor,Brooklyn
282,BK,Free,Downtown Brooklyn,40.690883,-73.989635,Outdoor,Brooklyn
283,BK,Free,Downtown Brooklyn,40.689985,-73.991995,Outdoor,Brooklyn
284,BK,Free,Downtown Brooklyn,40.689906,-73.991944,Outdoor,Brooklyn
3534,MN,Free,Transit Wireless,40.742878,-73.992821,Subway Station,New York
3535,MN,Free,Transit Wireless,40.739864,-73.986599,Subway Station,New York
3536,MN,Free,Transit Wireless,40.747215,-73.993365,Subway Station,New York
3537,MN,Free,Transit Wireless,40.745494,-73.988691,Subway Station,New York
289,BK,Free,Downtown Brooklyn,40.689967,-73.992083,Outdoor,Brooklyn
290,BK,Free,Downtown Brooklyn,40.689997,-73.992,Outdoor,Brooklyn
291,BK,Free,Downtown Brooklyn,40.690022,-73.991897,Outdoor,Brooklyn
292,BK,Free,Downtown Brooklyn,40.695578,-73.98397,Outdoor,Brooklyn
293,BK,Free,Downtown Brooklyn,40.689924,-73.988117,Outdoor,Brooklyn
294,BK,Free,Downtown Brooklyn,40.689924,-73.988117,Outdoor,Brooklyn
295,BK,Free,Downtown Brooklyn,40.689319,-73.987162,Outdoor,Brooklyn
296,BK,Free,Downtown Brooklyn,40.690296,-73.987846,Outdoor,Brooklyn
297,BK,Free,Downtown Brooklyn,40.689319,-73.987162,Outdoor,Brooklyn
3538,MN,Free,Transit Wireless,40.74307,-73.984264,Subway Station,New York
3539,MN,Free,Transit Wireless,40.746081,-73.982076,Subway Station,New York
3540,MN,Free,Transit Wireless,40.749567,-73.98795,Subway Station,New York
3541,MN,Free,Transit Wireless,40.749719,-73.987823,Subway Station,New York
3542,MN,Free,Transit Wireless,40.754222,-73.984569,Subway Station,New York
3543,MN,Free,Transit Wireless,40.757308,-73.989735,Subway Station,New York
3544,MN,Free,Transit Wireless,40.758663,-73.981329,Subway Station,New York
3545,MN,Free,Transit Wireless,40.759901,-73.984139,Subway Station,New York
3546,MN,Free,Transit Wireless,40.762456,-73.985984,Subway Station,New York
3547,MN,Free,Transit Wireless,40.761728,-73.983849,Subway Station,New York
3548,MN,Free,Transit Wireless,40.763971,-73.977451,Subway Station,New York
309,MN,Free,NYPL,40.7959199908,-73.9678485166,Library,New York
310,BX,Free,NYPL,40.8476919036,-73.786366589,Library,Bronx
311,BK,Free,BPL,40.6422084532,-73.8995244212,Library,Brooklyn
312,BK,Free,BPL,40.5869999561,-73.9554283575,Library,Brooklyn
313,BX,Free,NYPL,40.9004399098,-73.867942,Library,Bronx
314,BK,Free,BPL,40.6752551911,-74.0103512916,Library,Brooklyn
315,BK,Free,BPL,40.6753708519,-73.9485661367,Library,Brooklyn
3549,MN,Free,Transit Wireless,40.764664,-73.980658,Subway Station,New York
316,BK,Free,BPL,40.6834588325,-73.9785414755,Library,Brooklyn
317,QU,Free,QPL,40.7451505182,-73.7148377572,Library,Glen Oaks
318,BX,Free,NYPL,40.874379814,-73.8783843503,Library,Bronx
319,QU,Free,QPL,40.593146783,-73.7840400286,Library,Arverne
320,MN,Free,NYPL,40.834515209,-73.9396745829,Library,New York
321,BK,Free,BPL,40.5913570544,-73.92396467,Library,Brooklyn
322,BK,Free,BPL,40.7260506623,-73.9506902935,Library,Brooklyn
323,BX,Free,NYPL,40.9037227771,-73.9027725428,Library,Bronx
324,BX,Free,NYPL,40.8446740907,-73.8830446904,Library,Bronx
325,BX,Free,NYPL,40.8115962129,-73.9243663402,Library,Bronx
326,QU,Free,QPL,40.7070105556,-73.7537966712,Library,South Hollis
327,MN,Free,NYPL,40.7706525435,-73.951341694,Library,New York
328,QU,Free,QPL,40.6945465785,-73.8614464594,Library,Woodhaven
329,MN,Free,NYPL,40.7621860177,-73.9693817047,Library,New York
330,MN,Free,NYPL,40.7273073125,-73.9804076673,Library,New York
331,MN,Free,NYPL,40.8060908156,-73.9647620603,Library,New York
332,QU,Free,QPL,40.7723828899,-73.9287188126,Library,Long Island City
333,BK,Free,BPL,40.6848100477,-73.915132416,Library,Brooklyn
334,BX,Free,NYPL,40.8705019246,-73.8286579311,Library,Bronx
335,SI,Free,NYPL,40.5095311239,-74.2441067083,Library,Staten Island
336,MN,Free,NYPL,40.8256723738,-73.9480324189,Library,New York
337,BX,Free,NYPL,40.8803222773,-73.9079833715,Library,Bronx
338,QU,Free,QPL,40.7198855543,-73.7390438189,Library,Queens Village
339,MN,Free,NYPL,40.802979882,-73.9535307443,Library,New York
340,BX,Free,NYPL,40.8337362974,-73.8583552177,Library,Bronx
341,BK,Free,BPL,40.6344746052,-73.8893046486,Library,Brooklyn
342,QU,Free,QPL,40.7259184856,-73.8207190696,Library,Flushing
343,MN,Free,NYPL,40.7859597986,-73.9518056716,Library,New York
344,MN,Free,NYPL,40.7649346184,-73.9912208178,Library,New York
345,SI,Free,NYPL,40.6262376099,-74.0778460903,Library,Staten Island
346,SI,Free,NYPL,40.590391336,-74.1011372894,Library,Staten Island
347,QU,Free,QPL,40.768225432,-73.7382294408,Library,Little Neck
348,MN,Free,NYPL,40.7518915617,-73.9816985108,Library,New York
349,SI,Free,NYPL,40.637585616,-74.1311046151,Library,Staten Island
350,BK,Free,BPL,40.6727060872,-73.8740334898,Library,Brooklyn
351,QU,Free,QPL,40.7552001994,-73.9442238947,Library,Long Island City
352,BK,Free,BPL,40.6974822489,-73.9122106175,Library,Brooklyn
353,SI,Free,NYPL,40.5958181468,-74.0629804652,Library,Staten Island
354,BK,Free,BPL,40.5952368631,-73.9605993696,Library,Brooklyn
355,BK,Free,BPL,40.6292120977,-74.0118696682,Library,Brooklyn
356,QU,Free,QPL,40.7470624208,-73.9442436779,Library,Long Island City
357,BK,Free,BPL,40.6357412846,-73.9476200285,Library,Brooklyn
358,QU,Free,QPL,40.786249136,-73.8460132784,Library,College Point
359,QU,Free,QPL,40.7221469532,-73.8430149968,Library,Forest Hills
360,SI,Free,NYPL,40.6417853679,-74.0766457652,Library,Staten Island
361,BK,Free,BPL,40.651925081,-73.9582421825,Library,Brooklyn
362,BX,Free,NYPL,40.8442926727,-73.8278899073,Library,Bronx
363,BX,Free,NYPL,40.8827597562,-73.8939224115,Library,Bronx
364,BX,Free,NYPL,40.8265919268,-73.9175826513,Library,Bronx
365,QU,Free,QPL,40.7637503163,-73.8098334843,Library,Flushing
366,BK,Free,BPL,40.6948167,-73.9283986674,Library,Brooklyn
367,BX,Free,NYPL,40.8574218942,-73.9093163503,Library,Bronx
368,BK,Free,BPL,40.5948615151,-73.941124923,Library,Brooklyn
369,QU,Free,QPL,40.6599636231,-73.7399110132,Library,Rosedale
370,BK,Free,BPL,40.6651593697,-73.8860705368,Library,Brooklyn
371,BX,Free,NYPL,40.8312637226,-73.9017889765,Library,Bronx
372,QU,Free,QPL,40.7374341379,-73.8616559293,Library,Corona
373,BK,Free,BPL,40.60800935,-74.0033765451,Library,Brooklyn
374,BX,Free,NYPL,40.8187093522,-73.8628899561,Library,Bronx
375,BX,Free,NYPL,40.8548777848,-73.8641435801,Library,Bronx
376,BK,Free,BPL,40.6486367052,-73.9303739197,Library,Brooklyn
377,QU,Free,QPL,40.7501960856,-73.8850693247,Library,Jackson Heights
378,MN,Free,NYPL,40.7445100483,-73.9959597161,Library,New York
379,QU,Free,QPL,40.7273165603,-73.864502826,Library,Rego Park
380,BK,Free,BPL,40.616308137,-74.0119885202,Library,Brooklyn
381,BK,Free,BPL,40.6832135153,-73.9980190603,Library,Brooklyn
382,QU,Free,QPL,40.7737521088,-73.796343186,Library,Flushing
383,QU,Free,QPL,40.7577118988,-73.8682002957,Library,Corona
384,QU,Free,QPL,40.7885314443,-73.8107165591,Library,Whitestone
385,BK,Free,BPL,40.6532640727,-73.8859090476,Library,Brooklyn
386,QU,Free,QPL,40.7100345578,-73.8194531201,Library,Briarwood
387,BX,Free,NYPL,40.8460423249,-73.8983402556,Library,Bronx
388,MN,Free,NYPL,40.7289209029,-73.9877837339,Library,New York
389,MN,Free,NYPL,40.8478700412,-73.9338659131,Library,New York
390,BK,Free,BPL,40.6487169711,-73.9767572777,Library,Brooklyn
391,BK,Free,BPL,40.6944896983,-73.9777326329,Library,Brooklyn
392,BK,Free,BPL,40.6258933072,-73.9603144928,Library,Brooklyn
393,MN,Free,NYPL,40.7735069912,-73.9845468452,Library,New York
394,BK,Free,BPL,40.680687107,-73.887239509,Library,Brooklyn
395,QU,Free,QPL,40.6947772916,-73.7396425691,Library,Cambria Heights
396,BK,Free,BPL,40.59054439,-73.9718084463,Library,Brooklyn
397,QU,Free,QPL,40.7711255247,-73.8269158096,Library,Flushing
398,QU,Free,QPL,40.7577740683,-73.8288846851,Library,Flushing
399,QU,Free,QPL,40.7344862637,-73.7556816711,Library,Bayside
400,MN,Free,NYPL,40.7568571776,-73.9726324717,Library,New York
401,QU,Free,QPL,40.7330342416,-73.8098798843,Library,Flushing
402,BX,Free,NYPL,40.8862733773,-73.9146700146,Library,Bronx
403,QU,Free,QPL,40.676952728,-73.7456735613,Library,Laurelton
404,BK,Free,BPL,40.6916230873,-73.951283498,Library,Brooklyn
405,QU,Free,QPL,40.7415435746,-73.7822740472,Library,Fresh Meadows
406,BK,Free,BPL,40.576107747,-73.9667748762,Library,Brooklyn
407,QU,Free,QPL,40.7575456796,-73.7843029637,Library,Flushing
408,BX,Free,NYPL,40.8888948958,-73.8408371279,Library,Bronx
409,BK,Free,BPL,40.6336257134,-74.0295383519,Library,Brooklyn
410,BK,Free,BPL,40.6956825552,-73.9913479881,Library,Brooklyn
411,MN,Free,NYPL,40.7848346367,-73.9774521159,Library,New York
412,QU,Free,QPL,40.7768170122,-73.9094170178,Library,Long Island City
413,QU,Free,QPL,40.7508940804,-73.861976844,Library,Corona
414,BX,Free,NYPL,40.8411050877,-73.8466216551,Library,Bronx
415,MN,Free,NYPL,40.8657295413,-73.9258533096,Library,New York
416,BK,Free,BPL,40.6388851668,-73.9890077838,Library,Brooklyn
417,QU,Free,QPL,40.7408087817,-73.9216691603,Library,Long Island City
418,QU,Free,QPL,40.7269953701,-73.8931045649,Library,Maspeth
419,MN,Free,NYPL,40.8137734314,-73.9570639052,Library,New York
420,MN,Free,NYPL,40.7742029054,-73.9844546501,Library,New York
421,MN,Free,NYPL,40.8148204092,-73.941197673,Library,New York
422,QU,Free,QPL,40.7624221297,-73.87386663,Library,East Elmhurst
423,QU,Free,QPL,40.7351569903,-73.7170989707,Library,Bellerose
424,BK,Free,BPL,40.6715266559,-73.9086034329,Library,Brooklyn
425,BK,Free,BPL,40.6611893077,-73.9481022991,Library,Brooklyn
426,BK,Free,BPL,40.6684865101,-73.9336508496,Library,Brooklyn
427,QU,Free,QPL,40.7825312039,-73.777008814,Library,Bayside
428,QU,Free,QPL,40.6925280532,-73.760108788,Library,Saint Albans
429,MN,Free,NYPL,40.7649150063,-73.9595499458,Library,New York
430,MN,Free,NYPL,40.7736058206,-73.9564040689,Library,New York
431,QU,Free,QPL,40.5858394078,-73.8160616201,Library,Rockaway Beach
432,SI,Free,NYPL,40.5340582999,-74.193236856,Library,Staten Island
4534,BX,Free,BETA LinkNYC - Citybridge,40.860215,-73.89306,Outdoor Kiosk,New York
4535,BX,Free,BETA LinkNYC - Citybridge,40.862644,-73.903244,Outdoor Kiosk,New York
4536,BX,Free,BETA LinkNYC - Citybridge,40.861349,-73.898023,Outdoor Kiosk,New York
4537,BX,Free,BETA LinkNYC - Citybridge,40.861655,-73.898581,Outdoor Kiosk,New York
4538,BX,Free,BETA LinkNYC - Citybridge,40.859153,-73.898553,Outdoor Kiosk,New York
4539,BX,Free,BETA LinkNYC - Citybridge,40.819886,-73.926847,Outdoor Kiosk,New York
4540,BX,Free,BETA LinkNYC - Citybridge,40.867362,-73.897624,Outdoor Kiosk,New York
4541,BX,Free,BETA LinkNYC - Citybridge,40.839445,-73.915848,Outdoor Kiosk,New York
4542,BX,Free,BETA LinkNYC - Citybridge,40.857756,-73.901091,Outdoor Kiosk,New York
4543,BX,Free,BETA LinkNYC - Citybridge,40.867627,-73.89873,Outdoor Kiosk,New York
4544,BX,Free,BETA LinkNYC - Citybridge,40.867828,-73.899576,Outdoor Kiosk,New York
4545,BX,Free,BETA LinkNYC - Citybridge,40.862314,-73.900316,Outdoor Kiosk,New York
4546,BX,Free,BETA LinkNYC - Citybridge,40.86063,-73.902369,Outdoor Kiosk,New York
4547,BX,Free,BETA LinkNYC - Citybridge,40.831467,-73.921747,Outdoor Kiosk,New York
4548,BX,Free,BETA LinkNYC - Citybridge,40.853042,-73.905553,Outdoor Kiosk,New York
4549,BX,Free,BETA LinkNYC - Citybridge,40.853157,-73.905403,Outdoor Kiosk,New York
4550,BX,Free,BETA LinkNYC - Citybridge,40.818942,-73.92837,Outdoor Kiosk,New York
4551,BX,Free,BETA LinkNYC - Citybridge,40.827549,-73.925904,Outdoor Kiosk,New York
4552,BX,Free,BETA LinkNYC - Citybridge,40.827355,-73.925223,Outdoor Kiosk,New York
4553,BX,Free,BETA LinkNYC - Citybridge,40.827828,-73.924842,Outdoor Kiosk,New York
4554,MN,Free,BETA LinkNYC - Citybridge,40.765828,-73.983364,Outdoor Kiosk,New York
4555,MN,Free,BETA LinkNYC - Citybridge,40.766175,-73.98199,Outdoor Kiosk,New York
4556,MN,Free,BETA LinkNYC - Citybridge,40.746624,-73.988399,Outdoor Kiosk,New York
4557,MN,Free,BETA LinkNYC - Citybridge,40.749663,-73.988006,Outdoor Kiosk,New York
4558,MN,Free,BETA LinkNYC - Citybridge,40.754494,-73.986941,Outdoor Kiosk,New York
4559,MN,Free,BETA LinkNYC - Citybridge,40.754846,-73.986363,Outdoor Kiosk,New York
4560,MN,Free,BETA LinkNYC - Citybridge,40.760413,-73.984541,Outdoor Kiosk,New York
4561,MN,Free,BETA LinkNYC - Citybridge,40.760269,-73.984867,Outdoor Kiosk,New York
4562,MN,Free,BETA LinkNYC - Citybridge,40.760646,-73.98442,Outdoor Kiosk,New York
4563,MN,Free,BETA LinkNYC - Citybridge,40.760622,-73.984234,Outdoor Kiosk,New York
4564,MN,Free,BETA LinkNYC - Citybridge,40.76072,-73.984642,Outdoor Kiosk,New York
4565,MN,Free,BETA LinkNYC - Citybridge,40.760883,-73.984278,Outdoor Kiosk,New York
4566,MN,Free,BETA LinkNYC - Citybridge,40.763981,-73.982638,Outdoor Kiosk,New York
4567,MN,Free,BETA LinkNYC - Citybridge,40.764127,-73.98231,Outdoor Kiosk,New York
4568,MN,Free,BETA LinkNYC - Citybridge,40.764676,-73.982385,Outdoor Kiosk,New York
4569,MN,Free,BETA LinkNYC - Citybridge,40.750087,-73.987781,Outdoor Kiosk,New York
4570,MN,Free,BETA LinkNYC - Citybridge,40.733107,-73.987162,Outdoor Kiosk,New York
4571,MN,Free,BETA LinkNYC - Citybridge,40.733694,-73.987044,Outdoor Kiosk,New York
4572,MN,Free,BETA LinkNYC - Citybridge,40.73347,-73.987384,Outdoor Kiosk,New York
4573,MN,Free,BETA LinkNYC - Citybridge,40.733794,-73.986675,Outdoor Kiosk,New York
4574,MN,Free,BETA LinkNYC - Citybridge,40.734499,-73.98618,Outdoor Kiosk,New York
4575,MN,Free,BETA LinkNYC - Citybridge,40.742625,-73.980628,Outdoor Kiosk,New York
4576,MN,Free,BETA LinkNYC - Citybridge,40.748387,-73.976353,Outdoor Kiosk,New York
4577,MN,Free,BETA LinkNYC - Citybridge,40.74829,-73.976516,Outdoor Kiosk,New York
4578,MN,Free,BETA LinkNYC - Citybridge,40.758276,-73.969132,Outdoor Kiosk,New York
4579,MN,Free,BETA LinkNYC - Citybridge,40.739531,-73.982889,Outdoor Kiosk,New York
4580,MN,Free,BETA LinkNYC - Citybridge,40.734772,-73.986265,Outdoor Kiosk,New York
4581,MN,Free,BETA LinkNYC - Citybridge,40.73535,-73.98585,Outdoor Kiosk,New York
4582,MN,Free,BETA LinkNYC - Citybridge,40.735626,-73.985322,Outdoor Kiosk,New York
4583,MN,Free,BETA LinkNYC - Citybridge,40.750729,-73.974079,Outdoor Kiosk,New York
4584,MN,Free,BETA LinkNYC - Citybridge,40.760207,-73.967177,Outdoor Kiosk,New York
4585,MN,Free,BETA LinkNYC - Citybridge,40.736214,-73.9849,Outdoor Kiosk,New York
4586,MN,Free,BETA LinkNYC - Citybridge,40.735839,-73.985171,Outdoor Kiosk,New York
4587,MN,Free,BETA LinkNYC - Citybridge,40.736334,-73.985129,Outdoor Kiosk,New York
4588,MN,Free,BETA LinkNYC - Citybridge,40.736427,-73.984751,Outdoor Kiosk,New York
4589,MN,Free,BETA LinkNYC - Citybridge,40.736789,-73.984486,Outdoor Kiosk,New York
4590,MN,Free,BETA LinkNYC - Citybridge,40.740041,-73.982424,Outdoor Kiosk,New York
4591,MN,Free,BETA LinkNYC - Citybridge,40.739964,-73.982043,Outdoor Kiosk,New York
4592,MN,Free,BETA LinkNYC - Citybridge,40.740246,-73.982383,Outdoor Kiosk,New York
4593,MN,Free,BETA LinkNYC - Citybridge,40.740573,-73.981729,Outdoor Kiosk,New York
4594,MN,Free,BETA LinkNYC - Citybridge,40.740775,-73.981576,Outdoor Kiosk,New York
4595,MN,Free,BETA LinkNYC - Citybridge,40.741169,-73.981297,Outdoor Kiosk,New York
4596,MN,Free,BETA LinkNYC - Citybridge,40.742007,-73.98068,Outdoor Kiosk,New York
4597,MN,Free,BETA LinkNYC - Citybridge,40.743093,-73.979813,Outdoor Kiosk,New York
4598,MN,Free,BETA LinkNYC - Citybridge,40.743954,-73.979652,Outdoor Kiosk,New York
4599,MN,Free,BETA LinkNYC - Citybridge,40.743876,-73.979316,Outdoor Kiosk,New York
4600,MN,Free,BETA LinkNYC - Citybridge,40.745116,-73.978416,Outdoor Kiosk,New York
4601,MN,Free,BETA LinkNYC - Citybridge,40.746449,-73.977444,Outdoor Kiosk,New York
4602,MN,Free,BETA LinkNYC - Citybridge,40.746542,-73.977695,Outdoor Kiosk,New York
4603,MN,Free,BETA LinkNYC - Citybridge,40.747672,-73.976965,Outdoor Kiosk,New York
4604,MN,Free,BETA LinkNYC - Citybridge,40.74779,-73.976782,Outdoor Kiosk,New York
4605,MN,Free,BETA LinkNYC - Citybridge,40.748289,-73.976105,Outdoor Kiosk,New York
4606,MN,Free,BETA LinkNYC - Citybridge,40.748822,-73.976034,Outdoor Kiosk,New York
4607,MN,Free,BETA LinkNYC - Citybridge,40.748732,-73.97536,Outdoor Kiosk,New York
4608,MN,Free,BETA LinkNYC - Citybridge,40.748914,-73.975648,Outdoor Kiosk,New York
4609,MN,Free,BETA LinkNYC - Citybridge,40.750156,-73.974741,Outdoor Kiosk,New York
4610,MN,Free,BETA LinkNYC - Citybridge,40.750389,-73.974858,Outdoor Kiosk,New York
4611,MN,Free,BETA LinkNYC - Citybridge,40.75096,-73.974468,Outdoor Kiosk,New York
4612,MN,Free,BETA LinkNYC - Citybridge,40.751406,-73.974143,Outdoor Kiosk,New York
4613,MN,Free,BETA LinkNYC - Citybridge,40.751497,-73.973765,Outdoor Kiosk,New York
4614,MN,Free,BETA LinkNYC - Citybridge,40.752666,-73.972842,Outdoor Kiosk,New York
4615,MN,Free,BETA LinkNYC - Citybridge,40.753196,-73.972445,Outdoor Kiosk,New York
4616,MN,Free,BETA LinkNYC - Citybridge,40.753899,-73.972326,Outdoor Kiosk,New York
4617,MN,Free,BETA LinkNYC - Citybridge,40.754092,-73.97218,Outdoor Kiosk,New York
4618,MN,Free,BETA LinkNYC - Citybridge,40.754513,-73.971879,Outdoor Kiosk,New York
4619,MN,Free,BETA LinkNYC - Citybridge,40.75523,-73.971024,Outdoor Kiosk,New York
4620,MN,Free,BETA LinkNYC - Citybridge,40.755874,-73.971032,Outdoor Kiosk,New York
4621,MN,Free,BETA LinkNYC - Citybridge,40.755362,-73.971265,Outdoor Kiosk,New York
4622,MN,Free,BETA LinkNYC - Citybridge,40.756324,-73.970145,Outdoor Kiosk,New York
4623,MN,Free,BETA LinkNYC - Citybridge,40.756503,-73.970107,Outdoor Kiosk,New York
4624,MN,Free,BETA LinkNYC - Citybridge,40.75691,-73.969813,Outdoor Kiosk,New York
3655,BX,Free,Transit Wireless,40.839306,-73.9134,Subway Station,Bronx
3656,BX,Free,Transit Wireless,40.833773,-73.918438,Subway Station,Bronx
3657,BX,Free,Transit Wireless,40.820948,-73.890549,Subway Station,Bronx
3658,MN,Free,Transit Wireless,40.76266,-73.967258,Subway Station,New York
3659,BX,Free,Transit Wireless,40.85041,-73.905227,Subway Station,Bronx
3660,BX,Free,Transit Wireless,40.8459,-73.910136,Subway Station,Bronx
3661,BX,Free,Transit Wireless,40.827905,-73.925651,Subway Station,Bronx
3662,MN,Free,Transit Wireless,40.757552,-73.969055,Subway Station,New York
3663,MN,Free,Transit Wireless,40.762526,-73.967967,Subway Station,New York
3664,MN,Free,Transit Wireless,40.757107,-73.97192,Subway Station,New York
3665,BX,Free,Transit Wireless,40.861296,-73.897749,Subway Station,Bronx
3666,BX,Free,Transit Wireless,40.816109,-73.917757,Subway Station,Bronx
3667,BX,Free,Transit Wireless,40.856093,-73.900741,Subway Station,Bronx
3668,BK,Free,Transit Wireless,40.717304,-73.956872,Subway Station,Brooklyn
3669,BK,Free,Transit Wireless,40.714565,-73.944053,Subway Station,Brooklyn
3670,BK,Free,Transit Wireless,40.731352,-73.954449,Subway Station,Brooklyn
3671,BK,Free,Transit Wireless,40.724635,-73.951277,Subway Station,Brooklyn
3672,MN,Free,Transit Wireless,40.724329,-73.997702,Subway Station,New York
3673,MN,Free,Transit Wireless,40.733422,-74.002906,Subway Station,New York
3674,MN,Free,Transit Wireless,40.728251,-74.005367,Subway Station,New York
3675,MN,Free,Transit Wireless,40.730328,-73.992629,Subway Station,New York
3676,MN,Free,Transit Wireless,40.719527,-74.001775,Subway Station,New York
3677,MN,Free,Transit Wireless,40.718383,-74.00046,Subway Station,New York
3678,MN,Free,Transit Wireless,40.713282,-74.006978,Subway Station,New York
3679,MN,Free,Transit Wireless,40.72028,-73.993915,Subway Station,New York
3680,MN,Free,Transit Wireless,40.718092,-73.999892,Subway Station,New York
3681,MN,Free,Transit Wireless,40.732849,-73.986122,Subway Station,New York
3682,MN,Free,Transit Wireless,40.730953,-73.981628,Subway Station,New York
3683,MN,Free,Transit Wireless,40.732338,-74.000495,Subway Station,New York
3684,MN,Free,Transit Wireless,40.726227,-74.003739,Subway Station,New York
3685,MN,Free,Transit Wireless,40.720824,-74.005229,Subway Station,New York
3686,MN,Free,Transit Wireless,40.714111,-74.008585,Subway Station,New York
3687,MN,Free,Transit Wireless,40.712582,-74.009781,Subway Station,New York
3688,MN,Free,Transit Wireless,40.718267,-73.993753,Subway Station,New York
3689,MN,Free,Transit Wireless,40.722854,-74.006277,Subway Station,New York
3690,MN,Free,Transit Wireless,40.719318,-74.006886,Subway Station,New York
3691,MN,Free,Transit Wireless,40.715478,-74.009266,Subway Station,New York
3692,MN,Free,Transit Wireless,40.707513,-74.013783,Subway Station,New York
3693,MN,Free,Transit Wireless,40.713051,-74.008811,Subway Station,New York
3694,MN,Free,Transit Wireless,40.706821,-74.0091,Subway Station,New York
3695,MN,Free,Transit Wireless,40.722301,-73.997141,Subway Station,New York
3696,MN,Free,Transit Wireless,40.718803,-74.000193,Subway Station,New York
3697,BK,Free,Transit Wireless,40.712792,-73.951418,Subway Station,Brooklyn
3698,BK,Free,Transit Wireless,40.714063,-73.950275,Subway Station,Brooklyn
3699,MN,Free,Transit Wireless,40.70722,-74.013342,Subway Station,New York
3700,MN,Free,Transit Wireless,40.713243,-74.003401,Subway Station,New York
3701,MN,Free,Transit Wireless,40.725915,-73.994659,Subway Station,New York
3702,MN,Free,Transit Wireless,40.707557,-74.011862,Subway Station,New York
4625,MN,Free,BETA LinkNYC - Citybridge,40.758518,-73.968987,Outdoor Kiosk,New York
4626,MN,Free,BETA LinkNYC - Citybridge,40.758993,-73.968727,Outdoor Kiosk,New York
4627,MN,Free,BETA LinkNYC - Citybridge,40.758397,-73.968709,Outdoor Kiosk,New York
2694,BK,Free,NYCHA,40.695317,-73.981155,Outdoor,New York
4628,MN,Free,BETA LinkNYC - Citybridge,40.758817,-73.96841,Outdoor Kiosk,New York
4629,MN,Free,BETA LinkNYC - Citybridge,40.75961,-73.968242,Outdoor Kiosk,New York
4630,MN,Free,BETA LinkNYC - Citybridge,40.759756,-73.968048,Outdoor Kiosk,New York
4631,MN,Free,BETA LinkNYC - Citybridge,40.760003,-73.967592,Outdoor Kiosk,New York
4632,MN,Free,BETA LinkNYC - Citybridge,40.759631,-73.967826,Outdoor Kiosk,New York
4633,MN,Free,BETA LinkNYC - Citybridge,40.760136,-73.967777,Outdoor Kiosk,New York
4634,MN,Free,BETA LinkNYC - Citybridge,40.760346,-73.967303,Outdoor Kiosk,New York
4635,MN,Free,BETA LinkNYC - Citybridge,40.760462,-73.967551,Outdoor Kiosk,New York
4636,MN,Free,BETA LinkNYC - Citybridge,40.761604,-73.966388,Outdoor Kiosk,New York
4637,MN,Free,BETA LinkNYC - Citybridge,40.739442,-74.002597,Outdoor Kiosk,New York
4638,MN,Free,BETA LinkNYC - Citybridge,40.742297,-74.00094,Outdoor Kiosk,New York
4639,MN,Free,BETA LinkNYC - Citybridge,40.767271,-73.982247,Outdoor Kiosk,New York
4640,MN,Free,BETA LinkNYC - Citybridge,40.743582,-73.999902,Outdoor Kiosk,New York
4641,MN,Free,BETA LinkNYC - Citybridge,40.744263,-73.999405,Outdoor Kiosk,New York
4642,MN,Free,BETA LinkNYC - Citybridge,40.744403,-73.998993,Outdoor Kiosk,New York
4643,MN,Free,BETA LinkNYC - Citybridge,40.744589,-73.999171,Outdoor Kiosk,New York
4644,MN,Free,BETA LinkNYC - Citybridge,40.74475,-73.998736,Outdoor Kiosk,New York
4645,MN,Free,BETA LinkNYC - Citybridge,40.747905,-73.996434,Outdoor Kiosk,New York
4646,MN,Free,BETA LinkNYC - Citybridge,40.763424,-73.985061,Outdoor Kiosk,New York
4647,MN,Free,BETA LinkNYC - Citybridge,40.745445,-73.998618,Outdoor Kiosk,New York
4648,MN,Free,BETA LinkNYC - Citybridge,40.757544,-73.989409,Outdoor Kiosk,New York
4649,MN,Free,BETA LinkNYC - Citybridge,40.757753,-73.989252,Outdoor Kiosk,New York
4650,MN,Free,BETA LinkNYC - Citybridge,40.745929,-73.997753,Outdoor Kiosk,New York
4651,MN,Free,BETA LinkNYC - Citybridge,40.766642,-73.983101,Outdoor Kiosk,New York
4652,MN,Free,BETA LinkNYC - Citybridge,40.766947,-73.98315,Outdoor Kiosk,New York
4653,MN,Free,BETA LinkNYC - Citybridge,40.766964,-73.982855,Outdoor Kiosk,New York
4654,MN,Free,BETA LinkNYC - Citybridge,40.754138,-73.992341,Outdoor Kiosk,New York
4655,MN,Free,BETA LinkNYC - Citybridge,40.747381,-73.997136,Outdoor Kiosk,New York
4656,MN,Free,BETA LinkNYC - Citybridge,40.749122,-73.995553,Outdoor Kiosk,New York
4657,MN,Free,BETA LinkNYC - Citybridge,40.767363,-73.982576,Outdoor Kiosk,New York
4658,MN,Free,BETA LinkNYC - Citybridge,40.749828,-73.995525,Outdoor Kiosk,New York
4659,MN,Free,BETA LinkNYC - Citybridge,40.75023,-73.995059,Outdoor Kiosk,New York
4660,MN,Free,BETA LinkNYC - Citybridge,40.752709,-73.992756,Outdoor Kiosk,New York
